,_unit_id,_golden,_unit_state,_trusted_judgments,_last_judgment_at,airline_sentiment,airline_sentiment:confidence,negativereason,negativereason:confidence,airline,airline_sentiment_gold,name,negativereason_gold,retweet_count,text,tweet_coord,tweet_created,tweet_id,tweet_location,user_timezone
11472,681462773,False,finalized,3,2/25/15 7:36,negative,1.0,Late Flight,0.617,US Airways,,JessBenge,,0,"@USAirways you got me home 30 hours after you were supposed to... I was living in an airport, you offered no monetary assistance!","[30.44405028, -84.23614305]",2/18/15 8:22,5.68083e+17,,
11478,681462779,False,finalized,3,2/25/15 7:46,negative,0.6806,Customer Service Issue,0.6806,US Airways,,JessBenge,,0,@USAirways where's my apology?,"[30.44414315, -84.23627649]",2/18/15 8:08,5.6808e+17,,
11540,681462841,False,finalized,3,2/25/15 8:34,negative,1.0,Customer Service Issue,0.6725,US Airways,,acimino,,0,"@USAirways grades for this trip:

Flight timeliness: _ÙÔ_Ïöü
Cancelled Flightations: _ÙÔ__Ù÷Â
Customer Service: _ÙÔ__Ù÷Á
Flight attendants: _Ù÷__ÙÔ","[35.23185283, -80.96487203]",2/18/15 5:01,5.68033e+17,"Atlanta, Ga. ",Eastern Time (US & Canada)
11555,681462856,False,finalized,3,2/25/15 9:02,negative,1.0,Customer Service Issue,1.0,US Airways,,Jeff_Baert,,0,@USAirways how about a phone # to talk to a real person?,"[43.0460116, -84.4795683]",2/18/15 3:33,5.6801e+17,Mid Michigan,Eastern Time (US & Canada)
11556,681462857,False,finalized,3,2/25/15 4:59,negative,1.0,Customer Service Issue,0.3768,US Airways,,Jeff_Baert,,0,@USAirways over 4 weeks since you took our money and left us stranded 9 hours from home. Had to rent a car and you still have not helped us,"[43.0460003, -84.4794566]",2/18/15 3:25,5.68008e+17,Mid Michigan,Eastern Time (US & Canada)
11599,681462900,False,finalized,3,2/25/15 9:00,negative,1.0,Late Flight,0.3511,US Airways,,JessBenge,,0,@USAirways I'm sick of living in an airport!! #getittogether,"[35.22287836, -80.94056653]",2/17/15 20:02,5.67897e+17,,
11618,681462919,False,finalized,3,2/25/15 1:21,negative,1.0,Customer Service Issue,0.6855,US Airways,,glehel,,0,@USAirways @noltnancy What will be is a what may be...what is...sucks. #fail,"[36.1036159, -115.16564]",2/17/15 18:25,5.67872e+17,Washington DC,Eastern Time (US & Canada)
11623,681462924,False,finalized,3,2/25/15 2:46,negative,1.0,Customer Service Issue,1.0,US Airways,,willary,,0,@USAirways and no one has been at all helpful. I will never fly this airline again. #NeverAgain #spreadtheword,"[35.22363719, -80.94045544]",2/17/15 18:00,5.67866e+17,"Washington, D.C.",Eastern Time (US & Canada)
11625,681462926,False,finalized,3,2/25/15 7:13,negative,1.0,Late Flight,0.6664,US Airways,,willary,,1,@USAirways I've been sitting in the Charlotte airport for 4 hours. Waited for crew and now maintenance.  #NeverAgain,"[35.22347122, -80.94043272]",2/17/15 17:55,5.67865e+17,"Washington, D.C.",Eastern Time (US & Canada)
11673,681462974,False,finalized,3,2/25/15 7:00,positive,0.6742,,0.0,US Airways,,michael_lepp,,0,@USAirways Thanks. It would be better from the gate agent at C14 in Charlotte boarding flight 1791.,"[27.96879606, -82.55192621]",2/17/15 15:45,5.67832e+17,"Charlotte, North Carolina",Quito
11699,681463001,False,finalized,3,2/25/15 8:50,negative,1.0,Customer Service Issue,1.0,US Airways,,staciesater,,0,@USAirways is anyone working today?? Anyone want to pick up a phone?,"[25.8801693, -80.14141202]",2/17/15 14:12,5.67809e+17,"Nashville, TN",Central Time (US & Canada)
11737,681463039,False,finalized,3,2/25/15 3:26,negative,1.0,Customer Service Issue,1.0,US Airways,,michael_lepp,,1,@usairways IÛªm cool with weather delays etc. But lying and deceiving passengers to keep them from changing is reprehensible. #yousuck,"[35.22032317, -80.94508353]",2/17/15 12:47,5.67787e+17,"Charlotte, North Carolina",Quito
11753,681463055,False,finalized,3,2/25/15 7:01,negative,1.0,longlines,1.0,US Airways,,mattgarcia901,,0,@USAirways @AmericanAir  we are on us/aa flight 4443.We  arrived at dca at 2:12. Waiting on our gate (33)for apx an hr now. No update?,"[38.8639627, -77.0436015]",2/17/15 12:10,5.67778e+17,"Washington, DC",Central Time (US & Canada)
11761,681463063,False,finalized,3,2/25/15 2:24,negative,1.0,Late Flight,0.6759999999999999,US Airways,,mattgarcia901,,0,@USAirways we've (flight 4443) been sitting on the tarmac of dca for a while now waiting on a gate. Can we just use another gate?,"[38.8687568, -77.035652]",2/17/15 12:03,5.67776e+17,"Washington, DC",Central Time (US & Canada)
11784,681463086,False,finalized,3,2/25/15 0:52,positive,1.0,,,US Airways,,TreyWheelerCEO,,0,@USAirways Absolutely!! The staff was amazing!!,"[36.08576903, -115.14953095]",2/17/15 11:02,5.67761e+17,"Lima, OH",Eastern Time (US & Canada)
11787,681463089,False,finalized,3,2/25/15 4:43,negative,1.0,Late Flight,0.7078,US Airways,,simuLate Flightthis,,0,"@USAirways I want my money back. Now we're sitting on the runway. After a 2 hour delay, waiting for the baggage to begin loading.","[40.6488643, -73.7944749]",2/17/15 10:57,5.6776e+17,Queens,Quito
11789,681463091,False,finalized,3,2/25/15 2:07,negative,1.0,Flight Attendant Complaints,0.6849,US Airways,,afioto,,0,@USAirways this is the aforementioned pilot. @AmericanAir sure you want to merge with these patron hitting hoodlums? http://t.co/C24cEfa9pl,"[35.20346242, -80.92218024]",2/17/15 10:55,5.67759e+17,,Central Time (US & Canada)
11805,681463107,False,finalized,3,2/25/15 3:08,positive,0.6727,,0.0,US Airways,,TreyWheelerCEO,,0,@USAirways ÛÓ I had exceptional service on flight #403 from IND to PHX!!,"[36.08584875, -115.14968355]",2/17/15 10:22,5.67751e+17,"Lima, OH",Eastern Time (US & Canada)
11888,681463190,False,finalized,3,2/25/15 3:56,negative,0.6889,Can't Tell,0.3444,American,,banderson_1978,,0,@AmericanAir Mold on my flight?!? US3825 #filthyplane #hopeidonotgetsick http://t.co/zIK2UoXGnW,"[35.22643463, -80.93879965]",2/24/15 11:38,5.70307e+17,"Albany, NY",
11912,681463224,False,finalized,3,2/25/15 8:20,positive,0.6666,,,American,,COVRTER,,0,"@AmericanAir Great, thanks. Followed.","[37.78618135, -122.45742542]",2/24/15 11:10,5.703e+17,"SF, CA",Central Time (US & Canada)
11936,681463264,False,finalized,3,2/25/15 7:50,neutral,1.0,,,American,,pbpinftworth,,0,@AmericanAir @pbpinftworth iPhone 6 64GB (not 6 plus),"[32.82813261, -97.25115941]",2/24/15 10:41,5.70292e+17,"DFW, TX",Central Time (US & Canada)
11956,681463309,False,finalized,3,2/25/15 8:18,negative,1.0,Customer Service Issue,0.6341,American,,chagaga2013,,0,@AmericanAir good care of their customers if anything happen to then take you @Delta  for getting me back to NYC !! Screw you @AmericanAir,"[40.69017276, -73.91646118]",2/24/15 10:08,5.70284e+17,new york city,Central Time (US & Canada)
11957,681463311,False,finalized,3,2/25/15 1:28,negative,1.0,Cancelled Flight,1.0,American,,chagaga2013,,0,@AmericanAir cost me over 200 dollars because flight was Cancelled Flightled and couldn't even give me a food comp!! Fly @JetBlue @Delta they take,"[40.68994668, -73.91637642]",2/24/15 10:07,5.70284e+17,new york city,Central Time (US & Canada)
11958,681463313,False,finalized,3,2/25/15 3:08,negative,1.0,Cancelled Flight,1.0,American,,chagaga2013,,0,@AmericanAir they will just say dumb things to beat around the bush ! If you're flight Cancelled Flightled be prepared for no compassion from them,"[40.69002464, -73.91638072]",2/24/15 10:06,5.70284e+17,new york city,Central Time (US & Canada)
11960,681463318,False,finalized,3,2/25/15 3:58,negative,1.0,Late Flight,0.6762,American,,chagaga2013,,0,@AmericanAir worst company ever please do not fly with them I repeat please do not fly !! They will not credit you if you're delayed,"[40.68996177, -73.91640136]",2/24/15 10:04,5.70283e+17,new york city,Central Time (US & Canada)
12026,681464889,True,golden,215,,negative,1.0,Customer Service Issue,0.9241,American,negative,AyDiosMio,Customer Service Issue,0,@AmericanAir FYI...call stilling getting dropped.  After an hour of continuous dialing. Attempted to Cancelled Flight online but not able to. HELP!!!,"[34.0213466, -118.45229268]",2/23/15 11:38,5.69944e+17,,Pacific Time (US & Canada)
12049,681677196,False,finalized,3,2/25/15 19:22,negative,1.0,Bad Flight,1.0,American,,banderson_1978,,0,@AmericanAir Mold on my flight?!? US3825 #filthyplane #hopeidonotgetsick http://t.co/zIK2UoXGnW,"[35.22643463, -80.93879965]",2/24/15 11:38,5.70307e+17,"Albany, NY",
12073,681677220,False,finalized,3,2/25/15 19:14,positive,1.0,,,American,,COVRTER,,0,"@AmericanAir Great, thanks. Followed.","[37.78618135, -122.45742542]",2/24/15 11:10,5.703e+17,"SF, CA",Central Time (US & Canada)
12097,681677244,False,finalized,3,2/25/15 19:11,neutral,1.0,,,American,,pbpinftworth,,0,@AmericanAir @pbpinftworth iPhone 6 64GB (not 6 plus),"[32.82813261, -97.25115941]",2/24/15 10:41,5.70292e+17,"DFW, TX",Central Time (US & Canada)
12117,681677264,False,finalized,3,2/25/15 19:04,negative,1.0,Can't Tell,0.662,American,,chagaga2013,,0,@AmericanAir good care of their customers if anything happen to then take you @Delta  for getting me back to NYC !! Screw you @AmericanAir,"[40.69017276, -73.91646118]",2/24/15 10:08,5.70284e+17,new york city,Central Time (US & Canada)
12118,681677265,False,finalized,3,2/25/15 19:20,negative,1.0,Cancelled Flight,1.0,American,,chagaga2013,,0,@AmericanAir cost me over 200 dollars because flight was Cancelled Flightled and couldn't even give me a food comp!! Fly @JetBlue @Delta they take,"[40.68994668, -73.91637642]",2/24/15 10:07,5.70284e+17,new york city,Central Time (US & Canada)
12119,681677266,False,finalized,3,2/25/15 19:16,negative,1.0,Cancelled Flight,0.6578,American,,chagaga2013,,0,@AmericanAir they will just say dumb things to beat around the bush ! If you're flight Cancelled Flightled be prepared for no compassion from them,"[40.69002464, -73.91638072]",2/24/15 10:06,5.70284e+17,new york city,Central Time (US & Canada)
12121,681677268,False,finalized,3,2/25/15 19:34,negative,1.0,Late Flight,0.7046,American,,chagaga2013,,0,@AmericanAir worst company ever please do not fly with them I repeat please do not fly !! They will not credit you if you're delayed,"[40.68996177, -73.91640136]",2/24/15 10:04,5.70283e+17,new york city,Central Time (US & Canada)
12258,681677405,False,finalized,3,2/25/15 19:05,negative,1.0,Late Flight,0.6683,American,,MGregoryBrown,,0,@AmericanAir Waiting an hour now for a pilot AA3688. Is there a pilot in the house at DFW?,"[32.8968169, -97.0618222]",2/24/15 7:50,5.7025e+17,,Central Time (US & Canada)
12260,681677407,False,finalized,3,2/25/15 19:01,neutral,1.0,,,American,,AmesB89,,0,@AmericanAir do you offer group pricing discounts by any chance?,"[28.02034806, -82.52234293]",2/24/15 7:50,5.70249e+17,Largo florida,
12269,681677416,False,finalized,3,2/25/15 19:04,negative,1.0,Customer Service Issue,0.6789,American,,m_jl_c,,0,@AmericanAir Lost and Found is like talking to a hormonal teenager who refuses to talk to you. #useless #wastedeffort #FAIL,"[40.78476286, -73.97029561]",2/24/15 7:42,5.70247e+17,"New York, NY",Eastern Time (US & Canada)
12285,681677432,False,finalized,3,2/25/15 19:20,negative,1.0,Late Flight,1.0,American,,jeremyleewhite,,0,@AmericanAir DM me and I can explain the whole story. I should have been on an earlier flight not US1937,"[27.97575376, -82.53714356]",2/24/15 7:22,5.70242e+17,,
12293,681677440,False,finalized,3,2/25/15 19:13,positive,1.0,,,American,,Lauren_Nann,,0,@AmericanAir Your response has been incredible. Truly amazed at the steps you have taken to enhance your customer relations. Big thank you _Ù÷ã,"[41.06938783, -73.73394372]",2/24/15 7:16,5.70241e+17,"Harrison, New York",Eastern Time (US & Canada)
12321,681677468,False,finalized,3,2/25/15 19:25,negative,1.0,Flight Booking Problems,0.7132,American,,jeremyleewhite,,0,@AmericanAir If the flight I selected online was what was ticketed I would not be missing my connection. I need help getting to DFW or IAH!!,"[27.97628758, -82.53727303]",2/24/15 6:48,5.70234e+17,,
12326,681677473,False,finalized,3,2/25/15 18:47,negative,1.0,Bad Flight,1.0,American,,beantownmatty,,0,"@AmericanAir no repair made to the water line. No potable water on board this flight. ""We will take off soon."" Time for new planes MCI&gt;DFW.","[39.29951964, -94.71192112]",2/24/15 6:35,5.70231e+17,"iPhone: 37.621227,-122.386002",Eastern Time (US & Canada)
12334,681677481,False,finalized,3,2/25/15 19:01,neutral,0.6857,,,American,,beantownmatty,,0,"@AmericanAir depends on the terminal, what' the best option? Arrive C, depart A. Breakfast burrito is what I'm craving.. Any update on 1119?","[39.29381252, -94.71144036]",2/24/15 6:19,5.70226e+17,"iPhone: 37.621227,-122.386002",Eastern Time (US & Canada)
12342,681677489,False,finalized,3,2/25/15 19:23,positive,1.0,,,American,,chadstallion,,0,"@AmericanAir thank you AA, this is how I always start my vacations http://t.co/dzKc3auZU9","[33.8143379, -116.53572408]",2/24/15 6:11,5.70224e+17,,Central Time (US & Canada)
12356,681677503,False,finalized,3,2/25/15 19:13,negative,1.0,Bad Flight,0.6895,American,,beantownmatty,,0,@AmericanAir how do you NOT do maintenance on #MD80 while it sits for two days? Frozen lines found after its boarded? Come on! #faail #mci,"[39.29275067, -94.70795218]",2/24/15 5:54,5.7022e+17,"iPhone: 37.621227,-122.386002",Eastern Time (US & Canada)
12407,681677554,False,finalized,3,2/25/15 19:08,negative,1.0,Customer Service Issue,0.3414,American,,JamesDegelder,,0,@AmericanAir She told us we had to drive back to drop it off so they could attempt to fix it. Really? Don't have time to do that. #terrible,"[42.18424338, -70.92464087]",2/24/15 4:28,5.70199e+17,Greater Boston Area,
12421,681677568,False,finalized,3,2/25/15 19:10,negative,1.0,Damaged Luggage,0.6637,American,,JamesDegelder,,0,@AmericanAir Horrible service @loganairports. Luggage got destroyed on flight and woman at baggage service was so rude. Didn't help at all.,"[42.16481023, -70.88929237]",2/24/15 4:08,5.70194e+17,Greater Boston Area,
12541,681677689,False,finalized,3,2/25/15 18:53,negative,0.6741,Lost Luggage,0.33799999999999997,American,,andrearochford,,0,"@AmericanAir checked in at Des Moines, lay over in ORD, final destination Austin, Texas.  Baggage was only checked to ORD.","[30.32398902, -97.71081198]",2/23/15 23:14,5.70119e+17,USA,
12543,681677691,False,finalized,3,2/25/15 18:55,neutral,0.6855,,0.0,American,,Steponme,,0,"@AmericanAir we then had to deplane, and change planes.","[32.91792297, -97.00367737]",2/23/15 23:02,5.70117e+17,"Moore, OK & Woodway, TX",Central Time (US & Canada)
12545,681677693,False,finalized,3,2/25/15 19:02,negative,1.0,Late Flight,1.0,American,,Steponme,,0,"@AmericanAir after running from one flight, because we had 10 mins, to our next flight, we then sat on our plane for an hour.","[32.91792297, -97.00367737]",2/23/15 23:01,5.70116e+17,"Moore, OK & Woodway, TX",Central Time (US & Canada)
12550,681677698,False,finalized,3,2/25/15 19:22,negative,1.0,Customer Service Issue,1.0,American,,Steponme,,0,"@AmericanAir nothing to do with Mother Nature, more like poor commutation.","[32.91792297, -97.00367737]",2/23/15 22:54,5.70114e+17,"Moore, OK & Woodway, TX",Central Time (US & Canada)
12561,681677709,False,finalized,3,2/25/15 19:18,negative,1.0,Cancelled Flight,1.0,American,,HeatPrincess305,,0,@AmericanAir  it's not cool that my flight was Cancelled Flightled after sitting on the plane for over an hour. _ÙÔ__Ù÷ÁÏöü #notahappycustomer #leavingtomm,"[42.01578804, -87.68332344]",2/23/15 22:08,5.70103e+17,MIA || CHI || NYC,Eastern Time (US & Canada)
12565,681677713,False,finalized,3,2/25/15 19:12,positive,1.0,,,American,,Luke_Asper,,0,@AmericanAir appreciate it!!,"[32.89959729, -97.03558888]",2/23/15 22:03,5.70102e+17,luke.asper@gmail.com,Central Time (US & Canada)
12581,681677729,False,finalized,3,2/25/15 19:00,negative,1.0,Customer Service Issue,0.6453,American,,Dani_Haigh,,0,"@AmericanAir couldn't get anyone on the phone all day, the flight you rebooked had me missing a conference.We won't be on flt 1568 tomorrow.","[40.7786084, -73.94979947]",2/23/15 21:54,5.701e+17,"New York, NY",Quito
12582,681677730,False,finalized,3,2/25/15 19:02,negative,0.6562,Can't Tell,0.3352,American,,FAiRChicago,,0,@AmericanAir @united @SpiritAirPR  @Fioretti2ndWard @ChicagosMayor @garcia4chicago BS that #Noise #Late Flight #NoRahm http://t.co/CFzdJmn0uI,"[41.98051682, -87.73798602]",2/23/15 21:50,5.70098e+17,"Chicago, IL",
12607,681677755,False,finalized,3,2/25/15 18:47,negative,0.6945,Can't Tell,0.363,American,,Lauren_Nann,,0,@AmericanAir #2298. Everyone else  was outstanding.,"[40.77382001, -73.87315003]",2/23/15 21:11,5.70089e+17,"Harrison, New York",Eastern Time (US & Canada)
12628,681677776,False,finalized,3,2/25/15 18:58,neutral,1.0,,,American,,Gww1863,,0,@AmericanAir on our way now,"[39.8893997, -75.219676]",2/23/15 20:48,5.70083e+17,,
12632,681677780,False,finalized,3,2/25/15 18:48,positive,1.0,,,American,,SusieKapnas,,0,@AmericanAir Joanne from your San Diego staff was phenomenal! Give that girl a raise. She handled our #flightnightmare better than anyone.,"[32.9176348, -97.0163282]",2/23/15 20:43,5.70082e+17,,Eastern Time (US & Canada)
12647,681677796,False,finalized,3,2/25/15 19:27,positive,0.6832,,0.0,American,,ZamaTea,,0,@AmericanAir no space in my seat but thanks to your pilots I'm back 25mn early to Ohare!! Didn't think that was possible!! #sna2ord #1644,"[41.99335821, -87.91260807]",2/23/15 20:25,5.70077e+17,,Pacific Time (US & Canada)
12699,681677848,False,finalized,3,2/25/15 19:01,negative,0.6454,Can't Tell,0.345,American,,eb83125,,0,"@AmericanAir If it's in my backpack, why do I need to see agent?","[32.92215312, -96.97563515]",2/23/15 19:09,5.70058e+17,,
12711,681677860,False,finalized,3,2/25/15 19:02,negative,1.0,Customer Service Issue,1.0,American,,RobGlaser,,0,@AmericanAir the issue wasn't a long wait. It was an infinite do loop. Your system didn't let me (or any customer) wait or leave a message.,"[47.6171292, -122.2803409]",2/23/15 18:41,5.70051e+17,"Seattle, WA, USA",
12718,681677867,False,finalized,3,2/25/15 19:04,negative,1.0,Late Flight,0.7192,American,,vickyyp__,,0,@AmericanAir I was suppose to be in FL 4 hours ago. And I'm not. I've been waiting for hours this is just ridiculous,"[41.95627333, -87.87860345]",2/23/15 18:24,5.70047e+17,,Alaska
12721,681677870,False,finalized,3,2/25/15 19:27,negative,1.0,Customer Service Issue,1.0,American,,msofka,,0,@AmericanAir still on hold. After you hung up on me the first time (another 45 minutes!) http://t.co/IMRLAu77iH,"[41.45858699, -81.86780822]",2/23/15 18:20,5.70046e+17,"Cleveland, OH",Central Time (US & Canada)
12730,681677879,False,finalized,3,2/25/15 19:13,negative,0.7221,Customer Service Issue,0.7221,American,,msofka,,1,@AmericanAir im still on hold...,"[41.45856783, -81.86763782]",2/23/15 18:11,5.70043e+17,"Cleveland, OH",Central Time (US & Canada)
12740,681677894,False,finalized,3,2/25/15 19:15,negative,1.0,Customer Service Issue,1.0,American,,msofka,,0,"@AmericanAir why do you continually play the ""according to federal regulations"" every 58 seconds. I could see if you had quicker service...","[41.45862827, -81.86766456]",2/23/15 18:02,5.70041e+17,"Cleveland, OH",Central Time (US & Canada)
12754,681677908,False,finalized,3,2/25/15 18:53,negative,1.0,Flight Attendant Complaints,0.6659999999999999,American,,Lauren_Nann,,0,@AmericanAir Gabriela in Miami is a very rude employee.Working the MIA-LGA check In. She made experience unpleasant.  #customerexperience,"[25.79667815, -80.28050395]",2/23/15 17:43,5.70036e+17,"Harrison, New York",Eastern Time (US & Canada)
12777,681677931,False,finalized,3,2/25/15 19:01,negative,1.0,Late Flight,0.6629,American,,msofka,,0,"@AmericanAir now I have to wait ""more than 60 minutes""","[41.45875201, -81.86775899]",2/23/15 17:11,5.70028e+17,"Cleveland, OH",Central Time (US & Canada)
12779,681677933,False,finalized,3,2/25/15 18:58,negative,0.7038,Flight Booking Problems,0.3613,American,,theresa_harrell,,0,@AmericanAir I need assistance reFlight Booking Problems a flight from dfw to lit,"[36.29164025, -94.11796975]",2/23/15 17:06,5.70027e+17,,Central Time (US & Canada)
12799,681677953,False,finalized,3,2/25/15 19:47,negative,1.0,Cancelled Flight,1.0,American,,melindaeasley,,0,@AmericanAir two Cancelled Flightled LGA flights. Both by @Delta took off. Looks like I have a new carrier @Delta!,"[35.87658269, -78.79254351]",2/23/15 16:27,5.70017e+17,Manhattan ,Eastern Time (US & Canada)
12801,681677955,False,finalized,3,2/25/15 19:11,negative,1.0,Flight Booking Problems,0.6347,American,,msofka,,0,@AmericanAir any ways to get through the 50 minute wait to book a flight?,"[41.45847861, -81.86764536]",2/23/15 16:26,5.70017e+17,"Cleveland, OH",Central Time (US & Canada)
12822,681677976,False,finalized,3,2/25/15 19:07,negative,1.0,Can't Tell,0.6942,American,,vickyyp__,,0,@AmericanAir you're airline is ridiculous,"[41.97367122, -87.89700781]",2/23/15 15:50,5.70008e+17,,Alaska
12836,681677990,False,finalized,3,2/25/15 19:01,negative,1.0,Customer Service Issue,0.6799,American,,chagaga2013,,0,@AmericanAir I have to miss a whole days worth of work tomorrow but I'm suree you guys don't care,"[35.17267919, -89.77001941]",2/23/15 15:31,5.70003e+17,new york city,Central Time (US & Canada)
12837,681677991,False,finalized,3,2/25/15 19:04,negative,1.0,Late Flight,1.0,American,,chagaga2013,,0,@AmericanAir this is a big company should be happy to do something for a customer when now it's costing more for delays oh and did I mention,"[35.17282894, -89.76988366]",2/23/15 15:31,5.70003e+17,new york city,Central Time (US & Canada)
12839,681677993,False,finalized,3,2/25/15 18:54,negative,1.0,Customer Service Issue,0.6809999999999999,American,,chagaga2013,,0,@AmericanAir and just bad cs! I will be back on @JetBlue  at least when you stuck they look out for you and apologize for any trouble,"[35.17266822, -89.76993377]",2/23/15 15:30,5.70003e+17,new york city,Central Time (US & Canada)
12840,681677995,False,finalized,3,2/25/15 19:04,negative,1.0,Customer Service Issue,0.662,American,,chagaga2013,,0,@AmericanAir for my delay and you know what I get a we don't credit anybody back a supervisor who cut me off when speaking,"[35.1728241, -89.76989935]",2/23/15 15:29,5.70002e+17,new york city,Central Time (US & Canada)
12841,681677996,False,finalized,3,2/25/15 19:20,negative,0.7195,Can't Tell,0.3707,American,,chagaga2013,,0,@AmericanAir a free check bag a food comp a flying credit something to help out now that I'm an additional 200 dollars in the hole,"[35.17263842, -89.769988]",2/23/15 15:28,5.70002e+17,new york city,Central Time (US & Canada)
12845,681678000,False,finalized,3,2/25/15 19:34,negative,1.0,Cancelled Flight,1.0,American,,chagaga2013,,0,@AmericanAir I will never fly with you guys again! I am stuck in memphis another day. Called to be credit something anything,"[35.17279513, -89.76980671]",2/23/15 15:27,5.70002e+17,new york city,Central Time (US & Canada)
12930,681678085,False,finalized,3,2/25/15 18:54,negative,1.0,Customer Service Issue,0.6949,American,,fantacychristin,,0,@AmericanAir the worst first class boarding service I ever had.,"[41.97417744, -87.9004223]",2/23/15 13:50,5.69978e+17,,Eastern Time (US & Canada)
12960,681678115,False,finalized,3,2/25/15 19:01,positive,0.6763,,0.0,American,,soundsofsatori,,0,"@AmericanAir thank you, truly appreciate the help, just sent a DM","[39.57991628, -105.94147157]",2/23/15 13:32,5.69973e+17,Milky Way:Orion Arm:Earth:DFW,Central Time (US & Canada)
12987,681678142,False,finalized,3,2/25/15 18:58,negative,0.6466,Late Flight,0.3313,American,,ChuyAlberto,,0,@AmericanAir need2know if Ill be able to reach IND today.Rather stay in MAF that fly to DFW &amp; find out I can't travel http://t.co/gVgKHbx1RB,"[31.93684422, -102.20753682]",2/23/15 13:10,5.69967e+17,,
12989,681678144,False,finalized,3,2/25/15 19:16,negative,0.6817,Cancelled Flight,0.6817,American,,almarc44,,0,@AmericanAir hi there flight from Dallas just Cancelled Flightled going to LA. Can u pls help rebook me?,"[32.90431463, -97.03489789]",2/23/15 13:07,5.69967e+17,,
13003,681678158,False,finalized,3,2/25/15 18:52,neutral,0.6579,,0.0,American,,AyDiosMio,,0,@AmericanAir I had booked online but unable to Cancelled Flight online. But finally got thru.,"[34.02153389, -118.45231518]",2/23/15 12:51,5.69963e+17,,Pacific Time (US & Canada)
13004,681678159,False,finalized,3,2/25/15 19:15,positive,1.0,,,American,,AJerbearAffair,,2,@AmericanAir Hey Becky Piela at the Orange County airport has been really kind and helpful with rescheduling our flight!,"[33.66642719, -117.88328444]",2/23/15 12:51,5.69963e+17,DC/OKC,Central Time (US & Canada)
13048,681678203,False,finalized,3,2/25/15 18:45,negative,1.0,Lost Luggage,1.0,American,,Choreocon,,0,@AmericanAir please get it together and find my husbands luggage! You're ruining his ski trip to Aspen! 3rd day no luggage.,"[35.46005368, -80.68267946]",2/23/15 12:06,5.69952e+17,,
13055,681678210,False,finalized,3,2/25/15 19:22,negative,1.0,Lost Luggage,0.6974,American,,Six_Pack_Pollak,,0,@AmericanAir thanks for telling me my flight got Cancelled Flightled when it wasn't. Now I have a missing luggage because of you. Thanks fam!,"[32.90425138, -97.02805207]",2/23/15 12:03,5.69951e+17,Houston,Central Time (US & Canada)
13082,681678237,False,finalized,3,2/25/15 19:21,negative,0.6448,Customer Service Issue,0.6448,American,,AyDiosMio,,0,@AmericanAir FYI...call stilling getting dropped.  After an hour of continuous dialing. Attempted to Cancelled Flight online but not able to. HELP!!!,"[34.0213466, -118.45229268]",2/23/15 11:38,5.69944e+17,,Pacific Time (US & Canada)
13115,681678270,False,finalized,3,2/25/15 18:47,negative,1.0,Late Flight,1.0,American,,AdamWocel,,0,@AmericanAir 249 EWR - DFW is now stopping BNA to refuel 4 bad weather? Are YOU just trying to get the plane closer 2 DFW then Cancelled Flight on us?,"[40.68625909, -74.17970876]",2/23/15 11:11,5.69938e+17,NYC,Quito
13129,681678284,False,finalized,3,2/25/15 19:33,negative,1.0,Customer Service Issue,1.0,American,,soundsofsatori,,0,@AmericanAir been calling for over 24hrs now and getting no where but told to call back by the automated system is extremely frustrating,"[39.60778027, -105.95470209]",2/23/15 10:57,5.69934e+17,Milky Way:Orion Arm:Earth:DFW,Central Time (US & Canada)
13145,681678300,False,finalized,3,2/25/15 19:07,neutral,1.0,,,American,,MarkMan23,,0,@AmericanAir DM sent,"[39.91337753, -75.3408263]",2/23/15 10:42,5.6993e+17,"San Diego, CA",Pacific Time (US & Canada)
13148,681678303,False,finalized,3,2/25/15 19:12,negative,1.0,Customer Service Issue,1.0,American,,AyDiosMio,,0,@AmericanAir HELP! Attempting to Cancelled Flight a flight but can't get thru 800 number. Call gets dropped when saying Agent. flight is 2/24.,"[34.02389944, -118.45541773]",2/23/15 10:37,5.69929e+17,,Pacific Time (US & Canada)
13155,681678310,False,finalized,3,2/25/15 19:21,negative,1.0,Customer Service Issue,1.0,American,,ikeNball,,0,"@AmericanAir Define ""sincerely"". Your actions do not reflect what you're saying in a poor attempt to redeem yourselves on social media.","[33.43417698, -111.99680158]",2/23/15 10:26,5.69926e+17,"Memphis, TN",Central Time (US & Canada)
13157,681678312,False,finalized,3,2/25/15 19:05,neutral,1.0,,,American,,Vaomatua,,0,"@AmericanAir #AmericanView
The view of Oregon from seat 31F, flight AA1469 2/22/15 http://t.co/t9JBN9WZtq","[30.441566, -84.281745]",2/23/15 10:25,5.69926e+17,,Arizona
13163,681678318,False,finalized,3,2/25/15 19:25,neutral,1.0,,,American,,MarkMan23,,0,@AmericanAir I need some help. My record locator is bringing up TWO different flights in your system. One op by AA &amp; one from US Airways.,"[39.91370182, -75.3405344]",2/23/15 10:20,5.69925e+17,"San Diego, CA",Pacific Time (US & Canada)
13183,681678338,False,finalized,3,2/25/15 19:42,negative,1.0,Customer Service Issue,0.7282,American,,JaJillian,,0,@AmericanAir you can tweet but not call! You're like a bad boyfriend!,"[34.09822952, -118.34307851]",2/23/15 10:00,5.6992e+17,"New York, NY",Eastern Time (US & Canada)
